Level	Rule Name	Subject	Property	Value
WARN	missing_definition	CHEBItemp:0002157	IAO:0000600		
WARN	missing_definition	CHEBItemp:0002164	IAO:0000115		
WARN	missing_definition	CHEBItemp:0002164	IAO:0000600		
WARN	missing_definition	CHEBItemp:0002187	IAO:0000115		
WARN	missing_definition	CHEBItemp:0002187	IAO:0000600		
WARN	missing_definition	CHEBItemp:0002188	IAO:0000115		
WARN	missing_definition	CHEBItemp:0002188	IAO:0000600		
WARN	missing_definition	CHEBItemp:0002236	IAO:0000600		
WARN	missing_definition	CHEBItemp:0002237	IAO:0000600		
WARN	missing_definition	IAO:0000115	IAO:0000115		
WARN	missing_definition	IAO:0000115	IAO:0000600		
WARN	missing_definition	MGPO:0001001	IAO:0000115		
WARN	missing_definition	MGPO:0001001	IAO:0000600		
WARN	missing_definition	MGPO:0002001	IAO:0000600		
WARN	missing_definition	MGPO:0002002	IAO:0000600		
WARN	missing_definition	MGPO:0002003	IAO:0000600		
WARN	missing_definition	MGPO:0002004	IAO:0000115		
WARN	missing_definition	MGPO:0002004	IAO:0000600		
WARN	missing_definition	MGPO:0002005	IAO:0000600		
WARN	missing_definition	MGPO:0002006	IAO:0000600		
WARN	missing_definition	MGPO:0002007	IAO:0000600		
WARN	missing_definition	MGPO:0002008	IAO:0000115		
WARN	missing_definition	MGPO:0002008	IAO:0000600		
WARN	missing_definition	MGPO:0002009	IAO:0000600		
WARN	missing_definition	MGPO:0002010	IAO:0000600		
WARN	missing_definition	MGPO:0002011	IAO:0000600		
WARN	missing_definition	MGPO:0002012	IAO:0000600		
WARN	missing_definition	MGPO:0002013	IAO:0000600		
WARN	missing_definition	MGPO:0002017	IAO:0000600		
WARN	missing_definition	MGPO:0002018	IAO:0000115		
WARN	missing_definition	MGPO:0002018	IAO:0000600		
WARN	missing_definition	MGPO:0002019	IAO:0000115		
WARN	missing_definition	MGPO:0002019	IAO:0000600		
WARN	missing_definition	MGPO:0002023	IAO:0000600		
WARN	missing_definition	MGPO:0002024	IAO:0000600		
WARN	missing_definition	MGPO:0002027	IAO:0000600		
WARN	missing_definition	MGPO:0002028	IAO:0000115		
WARN	missing_definition	MGPO:0002028	IAO:0000600		
WARN	missing_definition	MGPO:0002029	IAO:0000600		
WARN	missing_definition	MGPO:0002030	IAO:0000115		
WARN	missing_definition	MGPO:0002030	IAO:0000600		
WARN	missing_definition	MGPO:0002031	IAO:0000115		
WARN	missing_definition	MGPO:0002031	IAO:0000600		
WARN	missing_definition	MGPO:0002032	IAO:0000115		
WARN	missing_definition	MGPO:0002032	IAO:0000600		
WARN	missing_definition	MGPO:0002033	IAO:0000600		
WARN	missing_definition	MGPO:0002035	IAO:0000600		
WARN	missing_definition	MGPO:0002036	IAO:0000600		
WARN	missing_definition	MGPO:0002037	IAO:0000115		
WARN	missing_definition	MGPO:0002037	IAO:0000600		
WARN	missing_definition	MGPO:0002038	IAO:0000600		
WARN	missing_definition	MGPO:0002039	IAO:0000600		
WARN	missing_definition	MGPO:0002041	IAO:0000600		
WARN	missing_definition	MGPO:0002042	IAO:0000600		
WARN	missing_definition	MGPO:0002048	IAO:0000600		
WARN	missing_definition	MGPO:0002050	IAO:0000600		
WARN	missing_definition	MGPO:0002051	IAO:0000115		
WARN	missing_definition	MGPO:0002051	IAO:0000600		
WARN	missing_definition	MGPO:0002052	IAO:0000115		
WARN	missing_definition	MGPO:0002052	IAO:0000600		
WARN	missing_definition	MGPO:0002053	IAO:0000600		
WARN	missing_definition	MGPO:0002054	IAO:0000115		
WARN	missing_definition	MGPO:0002054	IAO:0000600		
WARN	missing_definition	MGPO:0002055	IAO:0000115		
WARN	missing_definition	MGPO:0002055	IAO:0000600		
WARN	missing_definition	MGPO:0002056	IAO:0000115		
WARN	missing_definition	MGPO:0002056	IAO:0000600		
WARN	missing_definition	MGPO:0002057	IAO:0000115		
WARN	missing_definition	MGPO:0002057	IAO:0000600		
WARN	missing_definition	MGPO:0002058	IAO:0000115		
WARN	missing_definition	MGPO:0002058	IAO:0000600		
WARN	missing_definition	MGPO:0002059	IAO:0000115		
WARN	missing_definition	MGPO:0002059	IAO:0000600		
WARN	missing_definition	MGPO:0002060	IAO:0000115		
WARN	missing_definition	MGPO:0002060	IAO:0000600		
WARN	missing_definition	MGPO:0002062	IAO:0000115		
WARN	missing_definition	MGPO:0002062	IAO:0000600		
WARN	missing_definition	MGPO:0002068	IAO:0000600		
WARN	missing_definition	MGPO:0002069	IAO:0000600		
WARN	missing_definition	MGPO:0002070	IAO:0000600		
WARN	missing_definition	MGPO:0002071	IAO:0000600		
WARN	missing_definition	MGPO:0002073	IAO:0000600		
WARN	missing_definition	MGPO:0002074	IAO:0000600		
WARN	missing_definition	MGPO:0002078	IAO:0000600		
WARN	missing_definition	MGPO:0002081	IAO:0000115		
WARN	missing_definition	MGPO:0002081	IAO:0000600		
WARN	missing_definition	MGPO:0002085	IAO:0000600		
WARN	missing_definition	MGPO:0002086	IAO:0000600		
WARN	missing_definition	MGPO:0002092	IAO:0000600		
WARN	missing_definition	MGPO:0002093	IAO:0000600		
WARN	missing_definition	MGPO:0002094	IAO:0000600		
WARN	missing_definition	MGPO:0002096	IAO:0000600		
WARN	missing_definition	MGPO:0002097	IAO:0000115		
WARN	missing_definition	MGPO:0002097	IAO:0000600		
WARN	missing_definition	MGPO:0002098	IAO:0000115		
WARN	missing_definition	MGPO:0002098	IAO:0000600		
WARN	missing_definition	MGPO:0002099	IAO:0000115		
WARN	missing_definition	MGPO:0002099	IAO:0000600		
WARN	missing_definition	MGPO:0002101	IAO:0000600		
WARN	missing_definition	MGPO:0002102	IAO:0000115		
WARN	missing_definition	MGPO:0002102	IAO:0000600		
WARN	missing_definition	MGPO:0002103	IAO:0000115		
WARN	missing_definition	MGPO:0002103	IAO:0000600		
WARN	missing_definition	MGPO:0002104	IAO:0000115		
WARN	missing_definition	MGPO:0002104	IAO:0000600		
WARN	missing_definition	MGPO:0002105	IAO:0000115		
WARN	missing_definition	MGPO:0002105	IAO:0000600		
WARN	missing_definition	MGPO:0002106	IAO:0000115		
WARN	missing_definition	MGPO:0002106	IAO:0000600		
WARN	missing_definition	MGPO:0002114	IAO:0000115		
WARN	missing_definition	MGPO:0002114	IAO:0000600		
WARN	missing_definition	MGPO:0002115	IAO:0000115		
WARN	missing_definition	MGPO:0002115	IAO:0000600		
WARN	missing_definition	MGPO:0002117	IAO:0000115		
WARN	missing_definition	MGPO:0002117	IAO:0000600		
WARN	missing_definition	MGPO:0002118	IAO:0000115		
WARN	missing_definition	MGPO:0002118	IAO:0000600		
WARN	missing_definition	MGPO:0002120	IAO:0000115		
WARN	missing_definition	MGPO:0002120	IAO:0000600		
WARN	missing_definition	MGPO:0002121	IAO:0000115		
WARN	missing_definition	MGPO:0002121	IAO:0000600		
WARN	missing_definition	MGPO:0002122	IAO:0000115		
WARN	missing_definition	MGPO:0002122	IAO:0000600		
WARN	missing_definition	MGPO:0002138	IAO:0000115		
WARN	missing_definition	MGPO:0002138	IAO:0000600		
WARN	missing_definition	MGPO:0002140	IAO:0000115		
WARN	missing_definition	MGPO:0002140	IAO:0000600		
WARN	missing_definition	MGPO:0002142	IAO:0000115		
WARN	missing_definition	MGPO:0002142	IAO:0000600		
WARN	missing_definition	MGPO:0002165	IAO:0000115		
WARN	missing_definition	MGPO:0002165	IAO:0000600		
WARN	missing_definition	MGPO:0002166	IAO:0000115		
WARN	missing_definition	MGPO:0002166	IAO:0000600		
WARN	missing_definition	MGPO:0002167	IAO:0000115		
WARN	missing_definition	MGPO:0002167	IAO:0000600		
WARN	missing_definition	MGPO:0002182	IAO:0000115		
WARN	missing_definition	MGPO:0002182	IAO:0000600		
WARN	missing_definition	MGPO:0002189	IAO:0000115		
WARN	missing_definition	MGPO:0002189	IAO:0000600		
WARN	missing_definition	MGPO:0002190	IAO:0000115		
WARN	missing_definition	MGPO:0002190	IAO:0000600		
WARN	missing_definition	MGPO:0002192	IAO:0000115		
WARN	missing_definition	MGPO:0002192	IAO:0000600		
WARN	missing_definition	MGPO:0002193	IAO:0000115		
WARN	missing_definition	MGPO:0002193	IAO:0000600		
WARN	missing_definition	MGPO:0002199	IAO:0000115		
WARN	missing_definition	MGPO:0002199	IAO:0000600		
WARN	missing_definition	MGPO:0002200	IAO:0000115		
WARN	missing_definition	MGPO:0002200	IAO:0000600		
WARN	missing_definition	MGPO:0002201	IAO:0000115		
WARN	missing_definition	MGPO:0002201	IAO:0000600		
WARN	missing_definition	MGPO:0002202	IAO:0000115		
WARN	missing_definition	MGPO:0002202	IAO:0000600		
WARN	missing_definition	MGPO:0002204	IAO:0000115		
WARN	missing_definition	MGPO:0002204	IAO:0000600		
WARN	missing_definition	MGPO:0002205	IAO:0000115		
WARN	missing_definition	MGPO:0002205	IAO:0000600		
WARN	missing_definition	MGPO:0002206	IAO:0000115		
WARN	missing_definition	MGPO:0002206	IAO:0000600		
WARN	missing_definition	MGPO:0002207	IAO:0000115		
WARN	missing_definition	MGPO:0002207	IAO:0000600		
WARN	missing_definition	MGPO:0002208	IAO:0000115		
WARN	missing_definition	MGPO:0002208	IAO:0000600		
WARN	missing_definition	MGPO:0002209	IAO:0000115		
WARN	missing_definition	MGPO:0002209	IAO:0000600		
WARN	missing_definition	MGPO:0002210	IAO:0000115		
WARN	missing_definition	MGPO:0002210	IAO:0000600		
WARN	missing_definition	MGPO:0002211	IAO:0000115		
WARN	missing_definition	MGPO:0002211	IAO:0000600		
WARN	missing_definition	MGPO:0002212	IAO:0000115		
WARN	missing_definition	MGPO:0002212	IAO:0000600		
WARN	missing_definition	MGPO:0002213	IAO:0000115		
WARN	missing_definition	MGPO:0002213	IAO:0000600		
WARN	missing_definition	MGPO:0002214	IAO:0000115		
WARN	missing_definition	MGPO:0002214	IAO:0000600		
WARN	missing_definition	MGPO:0002215	IAO:0000115		
WARN	missing_definition	MGPO:0002215	IAO:0000600		
WARN	missing_definition	MGPO:0002216	IAO:0000115		
WARN	missing_definition	MGPO:0002216	IAO:0000600		
WARN	missing_definition	MGPO:0002217	IAO:0000115		
WARN	missing_definition	MGPO:0002217	IAO:0000600		
WARN	missing_definition	MGPO:0002218	IAO:0000115		
WARN	missing_definition	MGPO:0002218	IAO:0000600		
WARN	missing_definition	MGPO:0002219	IAO:0000115		
WARN	missing_definition	MGPO:0002219	IAO:0000600		
WARN	missing_definition	MGPO:0002220	IAO:0000115		
WARN	missing_definition	MGPO:0002220	IAO:0000600		
WARN	missing_definition	MGPO:0002221	IAO:0000115		
WARN	missing_definition	MGPO:0002221	IAO:0000600		
WARN	missing_definition	MGPO:0002222	IAO:0000115		
WARN	missing_definition	MGPO:0002222	IAO:0000600		
WARN	missing_definition	MGPO:0002223	IAO:0000115		
WARN	missing_definition	MGPO:0002223	IAO:0000600		
WARN	missing_definition	MGPO:0002224	IAO:0000115		
WARN	missing_definition	MGPO:0002224	IAO:0000600		
WARN	missing_definition	MGPO:0002225	IAO:0000115		
WARN	missing_definition	MGPO:0002225	IAO:0000600		
WARN	missing_definition	MGPO:0002226	IAO:0000115		
WARN	missing_definition	MGPO:0002226	IAO:0000600		
WARN	missing_definition	MGPO:0002227	IAO:0000115		
WARN	missing_definition	MGPO:0002227	IAO:0000600		
WARN	missing_definition	MGPO:0002228	IAO:0000115		
WARN	missing_definition	MGPO:0002228	IAO:0000600		
WARN	missing_definition	MGPO:0002229	IAO:0000115		
WARN	missing_definition	MGPO:0002229	IAO:0000600		
WARN	missing_definition	MGPO:0002230	IAO:0000115		
WARN	missing_definition	MGPO:0002230	IAO:0000600		
WARN	missing_definition	MGPO:0002231	IAO:0000115		
WARN	missing_definition	MGPO:0002231	IAO:0000600		
WARN	missing_definition	MGPO:0002233	IAO:0000115		
WARN	missing_definition	MGPO:0002233	IAO:0000600		
WARN	missing_definition	MGPO:0002234	IAO:0000115		
WARN	missing_definition	MGPO:0002234	IAO:0000600		
WARN	missing_definition	MGPO:0002235	IAO:0000115		
WARN	missing_definition	MGPO:0002235	IAO:0000600		
WARN	missing_definition	MGPO:0002238	IAO:0000115		
WARN	missing_definition	MGPO:0002238	IAO:0000600		
WARN	missing_definition	PR:000016261	IAO:0000600		
INFO	missing_superclass	CHEBItemp:0002148	rdfs:subClassOf		
INFO	missing_superclass	CHEBItemp:0002152	rdfs:subClassOf		
INFO	missing_superclass	CHEBItemp:0002157	rdfs:subClassOf		
INFO	missing_superclass	CHEBItemp:0002164	rdfs:subClassOf		
INFO	missing_superclass	MGPO:0001001	rdfs:subClassOf		
INFO	missing_superclass	MGPO:0002028	rdfs:subClassOf		
INFO	missing_superclass	PR:000016261	rdfs:subClassOf		
